,0,1,2,3,4,5,6,7,8,9
0,30,10,464,0,53,42,18,125,214,24
1,0,140,58,200,250,132,16,78,148,113
2,1,18,604,68,55,29,9,70,159,19
3,0,2,238,355,44,45,4,97,193,32
4,0,73,54,25,451,19,57,97,134,72
5,2,6,162,95,64,237,20,128,132,46
6,1,26,135,36,144,44,284,85,167,36
7,1,13,138,100,121,30,13,396,127,89
8,0,2,143,119,79,42,24,35,464,66
9,1,15,43,109,182,42,20,121,160,316
