,0,1,2,3,4,5,6,7,8,9
0,978,0,0,0,0,0,1,1,0,0
1,0,1131,1,3,0,0,0,0,0,0
2,1,0,1026,0,1,0,0,4,0,0
3,0,0,3,1005,0,1,0,0,1,0
4,0,1,0,0,970,0,1,0,1,9
5,0,0,0,4,0,887,1,0,0,0
6,3,3,0,1,1,1,947,0,2,0
7,0,2,4,1,0,0,0,1020,1,0
8,1,1,1,0,2,3,1,0,962,3
9,1,1,0,0,5,4,0,3,0,995
