,0,1,2,3,4,5,6,7,8,9
0,326,15,42,341,54,60,153,1,2,6
1,20,643,10,295,4,11,16,0,1,0
2,44,7,300,88,190,158,185,1,16,11
3,94,189,3,609,9,35,56,0,2,3
4,82,8,216,273,161,119,114,0,21,6
5,2,0,4,2,1,910,11,42,1,27
6,134,8,134,187,121,184,208,0,17,7
7,0,0,0,0,0,514,0,446,0,40
8,16,2,78,44,19,265,92,44,406,34
9,7,0,8,14,12,460,9,56,10,424
