,0,1,2,3,4,5,6,7,8,9
0,381,3,7,223,15,1,359,0,11,0
1,0,616,6,345,11,1,20,0,1,0
2,9,0,194,11,406,1,376,0,3,0
3,7,11,8,837,59,1,73,0,3,1
4,3,0,19,45,673,2,258,0,0,0
5,0,0,0,3,0,932,0,61,3,1
6,85,0,28,154,201,1,520,0,11,0
7,0,0,0,0,0,166,0,811,2,21
8,4,1,5,9,27,14,114,2,824,0
9,1,0,0,6,0,135,5,130,9,714
