,0,1,2,3,4,5,6,7,8,9
0,19,0,13,167,3,732,55,5,6,0
1,0,0,1,77,0,918,1,3,0,0
2,28,0,25,187,3,530,210,12,5,0
3,1,0,0,69,1,919,9,0,1,0
4,14,0,17,117,1,696,131,15,9,0
5,0,0,0,0,0,995,0,5,0,0
6,19,0,16,161,4,679,102,16,3,0
7,0,0,0,0,0,990,0,10,0,0
8,5,0,2,11,0,884,59,23,16,0
9,0,0,0,3,0,994,1,2,0,0
