,0,1,2,3,4,5,6,7,8,9
0,212,1,0,119,3,181,368,0,116,0
1,184,0,0,240,3,316,34,0,223,0
2,105,6,6,89,21,114,509,0,150,0
3,167,0,0,236,2,321,101,0,173,0
4,123,1,14,145,39,85,473,0,120,0
5,12,0,0,1,0,828,0,134,25,0
6,129,1,3,85,11,199,413,0,158,1
7,3,0,0,0,0,713,0,284,0,0
8,52,1,0,2,5,454,151,14,321,0
9,23,0,2,7,0,809,10,36,113,0
