,0,1,2,3,4,5,6,7,8,9
0,0,17,885,19,0,9,0,22,27,1
1,0,769,99,12,0,44,1,164,35,11
2,0,45,906,18,0,5,0,51,7,0
3,0,69,785,25,0,10,0,103,18,0
4,0,107,660,4,0,35,1,141,30,4
5,0,22,716,9,0,26,0,100,19,0
6,0,53,821,15,0,8,0,40,20,1
7,0,152,586,4,0,54,1,201,21,9
8,0,90,680,22,0,23,0,97,61,1
9,0,133,662,12,0,29,0,140,27,6
