,0,1,2,3,4,5,6,7,8,9
0,18,49,33,39,27,3,25,756,12,18
1,9,245,194,72,27,17,48,472,24,27
2,17,96,106,80,165,2,44,463,27,32
3,27,86,100,87,153,3,52,437,29,36
4,40,111,94,70,72,7,94,441,21,32
5,7,60,71,82,131,4,47,463,9,18
6,25,81,86,68,53,7,68,509,33,28
7,29,186,106,103,107,8,72,346,36,35
8,19,40,130,66,65,2,47,542,33,30
9,46,84,92,56,81,6,74,506,28,36
