,0,1,2,3,4,5,6,7,8,9
0,14,40,29,38,35,2,13,788,11,10
1,8,213,214,63,19,22,46,500,25,25
2,22,91,81,85,130,3,39,526,32,23
3,17,76,106,92,138,3,45,473,28,32
4,40,105,77,84,63,4,96,438,31,44
5,14,55,62,67,111,9,39,496,14,25
6,16,76,82,56,52,3,66,552,22,33
7,28,136,117,106,110,5,81,381,38,26
8,19,36,112,56,64,4,61,568,25,29
9,33,86,90,65,58,7,88,490,41,51
