,0,1,2,3,4,5,6,7,8,9
0,793,0,47,20,10,8,39,2,38,23
1,0,1064,3,1,41,0,10,7,8,1
2,0,1,911,43,11,23,0,23,17,3
3,0,0,26,955,0,9,0,6,11,3
4,0,0,5,0,944,2,5,7,13,6
5,0,1,43,159,0,637,4,10,38,0
6,4,1,35,1,17,21,850,0,29,0
7,0,7,15,19,43,2,0,921,4,17
8,0,0,39,30,21,7,3,10,859,5
9,0,3,55,22,33,10,1,25,113,747
