,0,1,2,3,4,5,6,7,8,9
0,960,0,4,0,0,5,6,1,2,2
1,0,1122,1,0,4,1,2,4,1,0
2,5,1,965,7,5,14,3,10,13,9
3,0,0,11,968,0,16,0,2,10,3
4,0,1,3,0,949,0,1,11,8,9
5,1,0,24,19,0,821,6,4,15,2
6,12,2,1,0,8,5,925,0,4,1
7,0,2,6,3,14,2,0,988,0,13
8,4,0,29,9,3,12,7,5,889,16
9,3,0,15,6,7,3,0,18,10,947
