,0,1,2,3,4,5,6,7,8,9
0,973,0,1,0,0,1,3,0,0,2
1,0,1128,4,2,0,0,0,1,0,0
2,1,1,1025,5,0,0,0,0,0,0
3,0,0,2,1005,0,0,0,1,1,1
4,0,0,0,0,975,0,0,2,1,4
5,1,0,0,11,0,876,1,0,3,0
6,8,0,1,0,0,2,946,0,1,0
7,0,2,7,3,2,1,0,1012,0,1
8,1,0,7,2,1,2,0,0,955,6
9,5,0,0,1,7,1,0,7,5,983
