,0,1,2,3,4,5,6,7,8,9
0,18,2,0,3,0,0,9,947,0,1
1,0,959,0,11,22,0,2,138,0,3
2,0,0,0,1,0,1,0,1028,0,2
3,0,0,0,0,0,0,0,1010,0,0
4,0,5,2,2,2,0,2,967,0,2
5,0,0,1,1,0,0,1,889,0,0
6,1,3,0,1,0,0,2,950,0,1
7,0,6,3,1,0,0,2,1015,0,1
8,0,1,0,1,0,0,0,972,0,0
9,1,3,0,1,1,0,0,1003,0,0
