,0,1,2,3,4,5,6,7,8,9
0,979,0,0,0,0,0,0,1,0,0
1,0,1134,0,1,0,0,0,0,0,0
2,1,0,1023,0,1,0,0,6,1,0
3,0,0,1,1005,0,3,0,0,1,0
4,0,0,0,0,978,0,1,0,0,3
5,1,0,0,6,0,883,1,0,0,1
6,2,2,0,0,1,1,950,0,2,0
7,0,3,1,1,0,0,0,1022,0,1
8,1,0,0,2,1,1,0,1,967,1
9,0,1,0,0,2,2,0,6,3,995
