,0,1,2,3,4,5,6,7,8,9
0,651,0,0,9,0,26,275,3,5,11
1,0,744,122,103,0,10,2,88,44,22
2,2,0,845,177,0,2,5,1,0,0
3,0,0,15,985,0,4,1,3,1,1
4,0,4,15,10,574,5,44,145,9,176
5,0,0,6,254,0,517,111,1,0,3
6,1,1,4,16,0,10,924,0,0,2
7,0,5,6,88,0,0,3,881,2,43
8,7,1,56,168,1,114,17,23,462,125
9,5,1,7,108,3,1,20,406,17,441
