,0,1,2,3,4,5,6,7,8,9
0,955,0,0,0,0,1,11,0,13,0
1,1,1091,3,9,1,21,0,3,5,1
2,1,0,952,58,1,15,0,2,3,0
3,0,0,269,649,0,89,0,0,3,0
4,0,0,0,0,900,3,0,0,0,79
5,4,0,0,4,0,875,0,0,3,6
6,18,1,0,0,8,6,905,0,8,12
7,0,1,366,533,0,101,0,14,0,13
8,244,0,1,59,0,333,4,0,326,7
9,0,1,0,5,195,138,0,0,1,669
