,0,1,2,3,4,5,6,7,8,9
0,615,2,27,65,18,13,235,1,23,1
1,0,909,9,63,9,0,7,0,3,0
2,4,0,756,10,122,1,93,0,14,0
3,14,3,10,855,37,1,70,0,10,0
4,0,1,154,48,687,0,100,0,10,0
5,0,0,0,0,0,934,2,36,9,19
6,81,0,121,41,114,1,587,0,55,0
7,0,0,0,0,0,61,0,867,11,61
8,2,1,4,8,5,6,12,2,960,0
9,1,0,0,1,1,19,0,24,1,953
