,0,1,2,3,4,5,6,7,8,9
0,329,44,0,376,15,37,190,4,5,0
1,66,8,0,852,20,7,45,0,2,0
2,427,69,1,191,12,51,233,3,13,0
3,110,11,0,786,12,9,70,0,2,0
4,461,58,1,264,19,60,126,0,11,0
5,49,8,0,22,2,770,99,35,14,1
6,332,39,0,276,29,67,231,1,24,1
7,10,0,0,22,1,939,12,16,0,0
8,361,42,0,138,9,246,166,7,30,1
9,260,26,0,93,3,478,107,7,26,0
