,0,1,2,3,4,5,6,7,8,9
0,730,0,9,41,6,1,210,0,3,0
1,1,973,0,17,3,0,5,0,1,0
2,12,1,608,12,179,0,188,0,0,0
3,4,2,4,931,26,0,32,0,1,0
4,0,0,29,38,832,0,100,0,1,0
5,0,0,0,0,0,989,0,5,0,6
6,57,0,16,38,78,0,805,0,6,0
7,0,0,0,0,0,15,0,973,0,12
8,0,1,0,5,3,3,7,3,978,0
9,0,0,0,0,0,6,1,69,0,924
