,0,1,2,3,4,5,6,7,8,9
0,751,8,11,91,16,1,105,0,17,0
1,1,908,10,60,3,0,17,0,1,0
2,15,2,640,6,198,0,135,0,4,0
3,28,28,11,787,63,0,80,0,3,0
4,0,0,101,27,747,1,120,0,4,0
5,0,0,0,0,0,898,0,89,3,10
6,180,2,86,70,220,1,412,0,29,0
7,0,0,0,0,0,63,0,915,1,21
8,3,2,5,2,18,10,14,4,942,0
9,0,0,0,1,0,16,1,72,6,904
