,0,1,2,3,4,5,6,7,8,9
0,461,17,41,308,50,19,81,0,17,6
1,1,847,10,128,7,1,3,0,2,1
2,54,7,585,67,173,20,42,0,49,3
3,47,288,4,628,11,4,17,0,1,0
4,60,7,359,262,234,14,37,0,24,3
5,3,0,13,4,5,659,9,169,14,124
6,164,5,241,204,192,35,105,1,49,4
7,0,0,0,0,0,60,0,762,12,166
8,17,5,122,73,56,27,32,22,627,19
9,3,0,4,6,27,31,1,34,16,878
