,0,1,2,3,4,5,6,7,8,9
0,756,0,12,22,6,2,185,0,17,0
1,2,943,2,36,5,0,10,0,2,0
2,7,0,772,7,102,0,109,0,3,0
3,21,0,10,855,30,0,83,0,1,0
4,0,1,116,32,720,0,129,0,2,0
5,0,0,0,2,0,939,0,41,1,17
6,116,0,109,17,81,0,651,0,26,0
7,0,0,0,0,0,14,0,961,0,25
8,1,2,2,3,4,2,7,5,974,0
9,0,0,0,0,0,4,0,55,1,940
