,0,1,2,3,4,5,6,7,8,9
0,704,0,5,22,0,5,256,0,6,2
1,1,937,0,27,0,1,33,0,1,0
2,4,0,820,3,1,0,164,0,6,2
3,7,5,0,722,0,0,260,0,4,2
4,0,0,716,12,0,5,262,0,1,4
5,0,0,0,0,1,884,3,89,5,18
6,113,0,378,26,1,0,467,0,11,4
7,0,0,1,0,1,3,0,982,1,12
8,0,0,0,10,0,4,28,4,954,0
9,0,0,1,0,0,5,1,91,0,902
