,0,1,2,3,4,5,6,7,8,9
0,162,0,0,198,6,49,576,0,8,1
1,0,18,0,751,0,8,215,0,8,0
2,0,0,7,14,31,148,790,0,10,0
3,1,0,0,735,1,41,171,0,51,0
4,0,0,21,61,27,160,718,0,13,0
5,0,0,0,0,0,945,0,45,5,5
6,17,0,6,100,24,126,705,1,21,0
7,0,0,0,0,0,363,0,636,1,0
8,0,0,0,106,2,181,44,2,664,1
9,0,0,0,1,0,743,0,156,10,90
